CODE POSTAL;CODE INSEE;NOM COMMUNE;CODE DEPARTEMENT;SURFACE COMMUNE (km²);POPULATION COMMUNE;coordonnees;var;Couverture;Opérateur;var2;Type Couverture;Réseau
59680;59649;WATTIGNIES-LA-VICTOIRE;59;6.10334519134;245.97;50.2003544445, 4.00235676778;SFR Couverture surfacique 3G;0.98;SFR ; surfacique 3G;Surfacique;3G
59680;59649;WATTIGNIES-LA-VICTOIRE;59;6.10334519134;245.97;50.2003544445, 4.00235676778;Par au moins un opérateur Couverture population 4G;0.14;Tout Opérateur ; population 4G;Population;4G
59680;59649;WATTIGNIES-LA-VICTOIRE;59;6.10334519134;245.97;50.2003544445, 4.00235676778;Orange France Couverture surfacique 3G;0.99;Orange France ; surfacique 3G;Surfacique;3G
59680;59649;WATTIGNIES-LA-VICTOIRE;59;6.10334519134;245.97;50.2003544445, 4.00235676778;Bouygues Telecom Couverture surfacique 2G;0.99;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59680;59649;WATTIGNIES-LA-VICTOIRE;59;6.10334519134;245.97;50.2003544445, 4.00235676778;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59150;59650;WATTRELOS;59;13.1938897978;39914.19;50.7056367285, 3.21628221056;Bouygues Telecom Couverture surfacique 3G;0.98;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59150;59650;WATTRELOS;59;13.1938897978;39914.19;50.7056367285, 3.21628221056;Par au moins un opérateur Couverture population 4G;1.0;Tout Opérateur ; population 4G;Population;4G
59150;59650;WATTRELOS;59;13.1938897978;39914.19;50.7056367285, 3.21628221056;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59150;59650;WATTRELOS;59;13.1938897978;39914.19;50.7056367285, 3.21628221056;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59150;59650;WATTRELOS;59;13.1938897978;39914.19;50.7056367285, 3.21628221056;SFR Couverture surfacique 4G;0.0;SFR ; surfacique 4G;Surfacique;4G
59220;59651;WAVRECHAIN-SOUS-DENAIN;59;2.16899008022;1424.96;50.3338831581, 3.42191162083;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59220;59651;WAVRECHAIN-SOUS-DENAIN;59;2.16899008022;1424.96;50.3338831581, 3.42191162083;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59220;59651;WAVRECHAIN-SOUS-DENAIN;59;2.16899008022;1424.96;50.3338831581, 3.42191162083;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59220;59651;WAVRECHAIN-SOUS-DENAIN;59;2.16899008022;1424.96;50.3338831581, 3.42191162083;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59220;59651;WAVRECHAIN-SOUS-DENAIN;59;2.16899008022;1424.96;50.3338831581, 3.42191162083;Free Mobile Couverture surfacique 3G;1.0;Free Mobile ; surfacique 3G;Surfacique;3G
59220;59651;WAVRECHAIN-SOUS-DENAIN;59;2.16899008022;1424.96;50.3338831581, 3.42191162083;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59220;59651;WAVRECHAIN-SOUS-DENAIN;59;2.16899008022;1424.96;50.3338831581, 3.42191162083;Par au moins un opérateur Couverture surfacique 4G;1.0;Tout Opérateur ; surfacique 4G;Surfacique;4G
59111;59652;WAVRECHAIN-SOUS-FAULX;59;3.83514109852;439.67;50.270787775, 3.28212535821;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59111;59652;WAVRECHAIN-SOUS-FAULX;59;3.83514109852;439.67;50.270787775, 3.28212535821;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59111;59652;WAVRECHAIN-SOUS-FAULX;59;3.83514109852;439.67;50.270787775, 3.28212535821;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59111;59652;WAVRECHAIN-SOUS-FAULX;59;3.83514109852;439.67;50.270787775, 3.28212535821;Par au moins un opérateur Couverture population 4G;1.0;Tout Opérateur ; population 4G;Population;4G
59111;59652;WAVRECHAIN-SOUS-FAULX;59;3.83514109852;439.67;50.270787775, 3.28212535821;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59111;59652;WAVRECHAIN-SOUS-FAULX;59;3.83514109852;439.67;50.270787775, 3.28212535821;Free Mobile Couverture population 4G;0.0;Free Mobile ; population 4G;Population;4G
59136;59653;WAVRIN;59;13.8187024791;7663.1;50.5726224029, 2.93337226806;Bouygues Telecom Couverture population 4G;0.99;Bouygues Telecom ; population 4G;Population;4G
59136;59653;WAVRIN;59;13.8187024791;7663.1;50.5726224029, 2.93337226806;SFR Couverture population 4G;0.73;SFR ; population 4G;Population;4G
59136;59653;WAVRIN;59;13.8187024791;7663.1;50.5726224029, 2.93337226806;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59136;59653;WAVRIN;59;13.8187024791;7663.1;50.5726224029, 2.93337226806;Par au moins un opérateur Couverture population 4G;0.99;Tout Opérateur ; population 4G;Population;4G
59136;59653;WAVRIN;59;13.8187024791;7663.1;50.5726224029, 2.93337226806;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59136;59653;WAVRIN;59;13.8187024791;7663.1;50.5726224029, 2.93337226806;Par au moins un opérateur Couverture surfacique 4G;1.0;Tout Opérateur ; surfacique 4G;Surfacique;4G
59136;59653;WAVRIN;59;13.8187024791;7663.1;50.5726224029, 2.93337226806;Free Mobile Couverture population 4G;0.01;Free Mobile ; population 4G;Population;4G
59136;59653;WAVRIN;59;13.8187024791;7663.1;50.5726224029, 2.93337226806;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59119;59654;WAZIERS;59;4.11145493495;7431.21;50.3842186333, 3.11188476067;SFR Couverture population 4G;0.0;SFR ; population 4G;Population;4G
59119;59654;WAZIERS;59;4.11145493495;7431.21;50.3842186333, 3.11188476067;Bouygues Telecom Couverture surfacique 3G;0.99;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59119;59654;WAZIERS;59;4.11145493495;7431.21;50.3842186333, 3.11188476067;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59119;59654;WAZIERS;59;4.11145493495;7431.21;50.3842186333, 3.11188476067;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59119;59654;WAZIERS;59;4.11145493495;7431.21;50.3842186333, 3.11188476067;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59119;59654;WAZIERS;59;4.11145493495;7431.21;50.3842186333, 3.11188476067;Free Mobile Couverture surfacique 3G;1.0;Free Mobile ; surfacique 3G;Surfacique;3G
59119;59654;WAZIERS;59;4.11145493495;7431.21;50.3842186333, 3.11188476067;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59119;59654;WAZIERS;59;4.11145493495;7431.21;50.3842186333, 3.11188476067;Bouygues Telecom Couverture surfacique 4G;1.0;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59119;59654;WAZIERS;59;4.11145493495;7431.21;50.3842186333, 3.11188476067;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59119;59654;WAZIERS;59;4.11145493495;7431.21;50.3842186333, 3.11188476067;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59670;59655;WEMAERS-CAPPEL;59;4.27906195883;218.58;50.8152774849, 2.44143393834;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59670;59655;WEMAERS-CAPPEL;59;4.27906195883;218.58;50.8152774849, 2.44143393834;Par au moins un opérateur Couverture surfacique 4G;0.0;Tout Opérateur ; surfacique 4G;Surfacique;4G
59117;59656;WERVICQ-SUD;59;5.04357123994;4711.0;50.7620461406, 3.05089776037;Orange France Couverture surfacique 2G;0.99;Orange France ; surfacique 2G;Surfacique;2G
59117;59656;WERVICQ-SUD;59;5.04357123994;4711.0;50.7620461406, 3.05089776037;SFR Couverture surfacique 3G;0.98;SFR ; surfacique 3G;Surfacique;3G
59117;59656;WERVICQ-SUD;59;5.04357123994;4711.0;50.7620461406, 3.05089776037;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59380;59657;WEST-CAPPEL;59;7.97172246707;603.42;50.9254100501, 2.50878268816;SFR Couverture population 4G;0.0;SFR ; population 4G;Population;4G
59380;59657;WEST-CAPPEL;59;7.97172246707;603.42;50.9254100501, 2.50878268816;Orange France Couverture surfacique 4G;0.09;Orange France ; surfacique 4G;Surfacique;4G
59380;59657;WEST-CAPPEL;59;7.97172246707;603.42;50.9254100501, 2.50878268816;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59380;59657;WEST-CAPPEL;59;7.97172246707;603.42;50.9254100501, 2.50878268816;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59380;59657;WEST-CAPPEL;59;7.97172246707;603.42;50.9254100501, 2.50878268816;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59380;59657;WEST-CAPPEL;59;7.97172246707;603.42;50.9254100501, 2.50878268816;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59380;59657;WEST-CAPPEL;59;7.97172246707;603.42;50.9254100501, 2.50878268816;Par au moins un opérateur Couverture surfacique 4G;0.09;Tout Opérateur ; surfacique 4G;Surfacique;4G
59380;59657;WEST-CAPPEL;59;7.97172246707;603.42;50.9254100501, 2.50878268816;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59134;59658;WICRES;59;2.59656162219;382.17;50.5694195145, 2.86858974063;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59134;59658;WICRES;59;2.59656162219;382.17;50.5694195145, 2.86858974063;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59134;59658;WICRES;59;2.59656162219;382.17;50.5694195145, 2.86858974063;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59134;59658;WICRES;59;2.59656162219;382.17;50.5694195145, 2.86858974063;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59134;59658;WICRES;59;2.59656162219;382.17;50.5694195145, 2.86858974063;Free Mobile Couverture surfacique 3G;1.0;Free Mobile ; surfacique 3G;Surfacique;3G
59134;59658;WICRES;59;2.59656162219;382.17;50.5694195145, 2.86858974063;Free Mobile Couverture population 4G;0.0;Free Mobile ; population 4G;Population;4G
59212;59659;WIGNEHIES;59;13.9524300307;3075.99;50.0118044778, 4.0065736506;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59212;59659;WIGNEHIES;59;13.9524300307;3075.99;50.0118044778, 4.0065736506;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59212;59659;WIGNEHIES;59;13.9524300307;3075.99;50.0118044778, 4.0065736506;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59212;59659;WIGNEHIES;59;13.9524300307;3075.99;50.0118044778, 4.0065736506;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Bouygues Telecom Couverture population 2G;1.0;Bouygues Telecom ; population 2G;Population;2G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59242;59586;TEMPLEUVE;59;16.096444932;5878.59;50.5327534602, 3.17344214233;Orange France Couverture population 4G;1.0;Orange France ; population 4G;Population;4G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;SFR Couverture population 4G;0.0;SFR ; population 4G;Population;4G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59114;59587;TERDEGHEM;59;9.0944349358;579.23;50.7976310827, 2.55518666354;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;SFR Couverture population 4G;0.34;SFR ; population 4G;Population;4G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;Par au moins un opérateur Couverture surfacique 4G;1.0;Tout Opérateur ; surfacique 4G;Surfacique;4G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;Free Mobile Couverture population 4G;0.7;Free Mobile ; population 4G;Population;4G
59229;59588;TETEGHEM;59;19.063119406;7002.44;51.0158652678, 2.45278368133;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59224;59589;THIANT;59;8.24955150777;2563.37;50.2978015553, 3.43898383487;Bouygues Telecom Couverture population 4G;1.0;Bouygues Telecom ; population 4G;Population;4G
59224;59589;THIANT;59;8.24955150777;2563.37;50.2978015553, 3.43898383487;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59224;59589;THIANT;59;8.24955150777;2563.37;50.2978015553, 3.43898383487;Par au moins un opérateur Couverture population 4G;1.0;Tout Opérateur ; population 4G;Population;4G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Bouygues Telecom Couverture population 4G;1.0;Bouygues Telecom ; population 4G;Population;4G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Free Mobile Couverture population 2G;1.0;Free Mobile ; population 2G;Population;2G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59189;59590;THIENNES;59;7.66763869594;796.51;50.6509078196, 2.47577776887;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;Bouygues Telecom Couverture population 4G;0.0;Bouygues Telecom ; population 4G;Population;4G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;Free Mobile Couverture population 2G;1.0;Free Mobile ; population 2G;Population;2G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;Orange France Couverture population 3G;1.0;Orange France ; population 3G;Population;3G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;Free Mobile Couverture population 3G;1.0;Free Mobile ; population 3G;Population;3G
59163;59591;THIVENCELLE;59;3.72675702737;823.19;50.4459598369, 3.62768756311;Par au moins un opérateur Couverture surfacique 4G;1.0;Tout Opérateur ; surfacique 4G;Surfacique;4G
59239;59592;THUMERIES;59;7.22866046361;4014.73;50.4729282172, 3.06360015777;Bouygues Telecom Couverture population 4G;0.97;Bouygues Telecom ; population 4G;Population;4G
59239;59592;THUMERIES;59;7.22866046361;4014.73;50.4729282172, 3.06360015777;Par au moins un opérateur Couverture population 2G;1.0;Tout Opérateur ; population 2G;Population;2G
59740;59661;WILLIES;59;4.13324245174;165.14;50.1212728931, 4.10501451158;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59740;59661;WILLIES;59;4.13324245174;165.14;50.1212728931, 4.10501451158;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59740;59661;WILLIES;59;4.13324245174;165.14;50.1212728931, 4.10501451158;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59740;59661;WILLIES;59;4.13324245174;165.14;50.1212728931, 4.10501451158;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59740;59661;WILLIES;59;4.13324245174;165.14;50.1212728931, 4.10501451158;SFR Couverture population 2G;1.0;SFR ; population 2G;Population;2G
59670;59662;WINNEZEELE;59;15.8082098584;1195.82;50.8503260936, 2.56373009721;Bouygues Telecom Couverture population 4G;0.0;Bouygues Telecom ; population 4G;Population;4G
59670;59662;WINNEZEELE;59;15.8082098584;1195.82;50.8503260936, 2.56373009721;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59670;59662;WINNEZEELE;59;15.8082098584;1195.82;50.8503260936, 2.56373009721;Free Mobile Couverture surfacique 2G;0.99;Free Mobile ; surfacique 2G;Surfacique;2G
59670;59662;WINNEZEELE;59;15.8082098584;1195.82;50.8503260936, 2.56373009721;Bouygues Telecom Couverture surfacique 3G;0.99;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59670;59662;WINNEZEELE;59;15.8082098584;1195.82;50.8503260936, 2.56373009721;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59670;59662;WINNEZEELE;59;15.8082098584;1195.82;50.8503260936, 2.56373009721;Par au moins un opérateur Couverture population 4G;0.67;Tout Opérateur ; population 4G;Population;4G
59470;59663;WORMHOUT;59;27.9490440645;5254.52;50.8778557286, 2.47860517129;Bouygues Telecom Couverture population 4G;0.0;Bouygues Telecom ; population 4G;Population;4G
59470;59663;WORMHOUT;59;27.9490440645;5254.52;50.8778557286, 2.47860517129;Orange France Couverture surfacique 4G;0.1;Orange France ; surfacique 4G;Surfacique;4G
59470;59663;WORMHOUT;59;27.9490440645;5254.52;50.8778557286, 2.47860517129;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59470;59663;WORMHOUT;59;27.9490440645;5254.52;50.8778557286, 2.47860517129;Free Mobile Couverture surfacique 2G;1.0;Free Mobile ; surfacique 2G;Surfacique;2G
59470;59663;WORMHOUT;59;27.9490440645;5254.52;50.8778557286, 2.47860517129;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59470;59663;WORMHOUT;59;27.9490440645;5254.52;50.8778557286, 2.47860517129;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59470;59663;WORMHOUT;59;27.9490440645;5254.52;50.8778557286, 2.47860517129;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59470;59663;WORMHOUT;59;27.9490440645;5254.52;50.8778557286, 2.47860517129;Bouygues Telecom Couverture surfacique 4G;0.0;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59470;59663;WORMHOUT;59;27.9490440645;5254.52;50.8778557286, 2.47860517129;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59143;59664;WULVERDINGHE;59;2.98181670281;286.83;50.8284324881, 2.2531343958;Orange France Couverture surfacique 4G;0.61;Orange France ; surfacique 4G;Surfacique;4G
59143;59664;WULVERDINGHE;59;2.98181670281;286.83;50.8284324881, 2.2531343958;Orange France Couverture surfacique 2G;1.0;Orange France ; surfacique 2G;Surfacique;2G
59143;59664;WULVERDINGHE;59;2.98181670281;286.83;50.8284324881, 2.2531343958;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
59143;59664;WULVERDINGHE;59;2.98181670281;286.83;50.8284324881, 2.2531343958;SFR Couverture surfacique 3G;1.0;SFR ; surfacique 3G;Surfacique;3G
59143;59664;WULVERDINGHE;59;2.98181670281;286.83;50.8284324881, 2.2531343958;Orange France Couverture surfacique 3G;1.0;Orange France ; surfacique 3G;Surfacique;3G
59143;59664;WULVERDINGHE;59;2.98181670281;286.83;50.8284324881, 2.2531343958;Par au moins un opérateur Couverture surfacique 4G;0.85;Tout Opérateur ; surfacique 4G;Surfacique;4G
59143;59664;WULVERDINGHE;59;2.98181670281;286.83;50.8284324881, 2.2531343958;Free Mobile Couverture population 4G;0.0;Free Mobile ; population 4G;Population;4G
59143;59664;WULVERDINGHE;59;2.98181670281;286.83;50.8284324881, 2.2531343958;Bouygues Telecom Couverture surfacique 4G;0.4;Bouygues Telecom ; surfacique 4G;Surfacique;4G
59143;59664;WULVERDINGHE;59;2.98181670281;286.83;50.8284324881, 2.2531343958;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59143;59664;WULVERDINGHE;59;2.98181670281;286.83;50.8284324881, 2.2531343958;SFR Couverture surfacique 4G;0.05;SFR ; surfacique 4G;Surfacique;4G
59380;59665;WYLDER;59;2.38574216114;283.63;50.9111679301, 2.48735893081;SFR Couverture population 4G;0.0;SFR ; population 4G;Population;4G
59380;59665;WYLDER;59;2.38574216114;283.63;50.9111679301, 2.48735893081;Par au moins un opérateur Couverture surfacique 2G;1.0;Tout Opérateur ; surfacique 2G;Surfacique;2G
59380;59665;WYLDER;59;2.38574216114;283.63;50.9111679301, 2.48735893081;Bouygues Telecom Couverture surfacique 3G;1.0;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59380;59665;WYLDER;59;2.38574216114;283.63;50.9111679301, 2.48735893081;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59380;59665;WYLDER;59;2.38574216114;283.63;50.9111679301, 2.48735893081;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59380;59665;WYLDER;59;2.38574216114;283.63;50.9111679301, 2.48735893081;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59380;59665;WYLDER;59;2.38574216114;283.63;50.9111679301, 2.48735893081;Orange France Couverture population 4G;0.0;Orange France ; population 4G;Population;4G
59470;59666;ZEGERSCAPPEL;59;17.3560661431;1484.64;50.8833052086, 2.384587094;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59470;59666;ZEGERSCAPPEL;59;17.3560661431;1484.64;50.8833052086, 2.384587094;SFR Couverture population 4G;0.02;SFR ; population 4G;Population;4G
59470;59666;ZEGERSCAPPEL;59;17.3560661431;1484.64;50.8833052086, 2.384587094;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59670;59667;ZERMEZEELE;59;4.95080754137;152.74;50.8321932353, 2.4589529897;Bouygues Telecom Couverture population 4G;0.0;Bouygues Telecom ; population 4G;Population;4G
59670;59667;ZERMEZEELE;59;4.95080754137;152.74;50.8321932353, 2.4589529897;SFR Couverture surfacique 2G;1.0;SFR ; surfacique 2G;Surfacique;2G
59670;59667;ZERMEZEELE;59;4.95080754137;152.74;50.8321932353, 2.4589529897;Orange France Couverture surfacique 4G;0.11;Orange France ; surfacique 4G;Surfacique;4G
59670;59667;ZERMEZEELE;59;4.95080754137;152.74;50.8321932353, 2.4589529897;Bouygues Telecom Couverture population 3G;1.0;Bouygues Telecom ; population 3G;Population;3G
59670;59667;ZERMEZEELE;59;4.95080754137;152.74;50.8321932353, 2.4589529897;Par au moins un opérateur Couverture surfacique 3G;1.0;Tout Opérateur ; surfacique 3G;Surfacique;3G
59670;59667;ZERMEZEELE;59;4.95080754137;152.74;50.8321932353, 2.4589529897;Par au moins un opérateur Couverture population 3G;1.0;Tout Opérateur ; population 3G;Population;3G
59670;59667;ZERMEZEELE;59;4.95080754137;152.74;50.8321932353, 2.4589529897;Bouygues Telecom Couverture surfacique 2G;1.0;Bouygues Telecom ; surfacique 2G;Surfacique;2G
59670;59667;ZERMEZEELE;59;4.95080754137;152.74;50.8321932353, 2.4589529897;Free Mobile Couverture population 4G;0.0;Free Mobile ; population 4G;Population;4G
59670;59667;ZERMEZEELE;59;4.95080754137;152.74;50.8321932353, 2.4589529897;Orange France Couverture population 2G;1.0;Orange France ; population 2G;Population;2G
59123;59668;ZUYDCOOTE;59;2.64723766119;1679.89;51.06377209, 2.48763279882;Free Mobile Couverture population 2G;1.0;Free Mobile ; population 2G;Population;2G
59123;59668;ZUYDCOOTE;59;2.64723766119;1679.89;51.06377209, 2.48763279882;Orange France Couverture surfacique 2G;0.99;Orange France ; surfacique 2G;Surfacique;2G
59123;59668;ZUYDCOOTE;59;2.64723766119;1679.89;51.06377209, 2.48763279882;Bouygues Telecom Couverture surfacique 3G;1.0;Bouygues Telecom ; surfacique 3G;Surfacique;3G
59123;59668;ZUYDCOOTE;59;2.64723766119;1679.89;51.06377209, 2.48763279882;Free Mobile Couverture surfacique 4G;0.0;Free Mobile ; surfacique 4G;Surfacique;4G
59123;59668;ZUYDCOOTE;59;2.64723766119;1679.89;51.06377209, 2.48763279882;SFR Couverture population 3G;1.0;SFR ; population 3G;Population;3G
